Category,Product Name,Customer Rating,Sentiment,Emotion,text
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,1,Negative,Fear,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di Jakarta Utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin"
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",5,Positive,Love,"Mantap, sesuai ekspetasi, proses cepat, sipp lahhhhhhhhhhhhhhhhhhhhhh ????????????????????"
Carpentry,Toolset ToolKit Dengan Box 16 Pcs HJ-C016,5,Positive,Happy,"pengiriman cepat, barangnya lengkap sesuai pesanan"
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 19,5,Positive,Love,"sdh order ke 3, harga murah, pengemasan super aman, tidak pernah ada yg rusak sy terima"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,5,Positive,Love,"pengirimannya cepet banget, aku pesen kemarin hari ini udah sampe. barangnya juga aman, no damage samsek. mantappp??????"
Party Supplies and Craft,Kardus untuk keamanan packing,1,Negative,Anger,WORST SERVICE!!!!!!
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m",3,Negative,Fear,barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger
Electronics,Telepon Kabel Sahitel S35 Pesawat Telepon Rumah Sahitel S-35 (Kuning),1,Negative,Fear,penjual kurang responsif saat diajukan pertanyaan tentang barang yg dikirim... jd kecewa bngt... ndak recomended sm penjual kyk gini... saran bwt toko cari pegawai yang sikapnya enak dan responsif kepada pelanggan... agar pelanggan merasa puas dan senang dengan pelayanan
Muslim Fashion,Mukena Anak Fruits ( Tas Canvas ) - Ungu,5,Positive,Love,MasyaaAllah bagusss muraaahhhh jangan Ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal��jangan Ragu beli ditoko ini ya ????
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,5,Positive,Love,"sampai dengan selamat, mulus dan berfungsi sempurna. Seller mau sabar dikonsultasikan dan mengemas dengan aman. Recommended"
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,3,Negative,Sadness,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp
Men's Fashion,Celana Pendek Surfing Boxer Pantai/ Celana Tidur Pria - RANDOM,5,Positive,Love,"Bahan bagus,sesuai pesanan,packing rapi,recommended seller"
Health,D3-1000 Suplemen Vitamin D3 - 30 Tablet,1,Negative,Anger,"pengemasan lama,. pengiriman lama sekali bangett... pelayanan buruk, admin burukk. barang penyokk .."
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",4,Positive,Happy,Penjualnya ramah . Respon penjualnya bagus.Proses pesanan cepat.
Carpentry,BARDI Smart PLUG WiFi Wireless Colokan - IoT Smart Home Colokan Steker,5,Positive,Love,Suka dengan bardi ini. Membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. Di akses nya sangat mudah walau diluar rumah.. Keren..????????
Computers and Laptops,Telkomsel Orbit Star 2,1,Negative,Sadness,"tidak bisa di register call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit"
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,1,Negative,Anger,"Tko libur ga ad pmbritahuannya pdhl aq psn sblm tgl merah,chat dibls cm stu kta slma 1x24 jam,hmpir sja kulaporin ke pusat bantuan"
Kitchen,Bagus Anti Bau Gel Lemari Es 180 gr,1,Negative,Sadness,Pengiriman sangat lama
Other Products,Busa Filter Ukuran MILD,1,Negative,Sadness,"Kecewa , produk banyak yg kurang"
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,5,Positive,Love,Terbaikkkkkkkkkkk
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,5,Positive,Love,2nd purchase & selalu amaze sm cara mrk packing.. tebellllll n rapihhhh bngt bubble wrap nyaaaa ??????????????????
Automotive,Bubble Wrap Plastik Pembungkus Helm,5,Positive,Love,Mantaaaaaap Mantuuuuul terbaiikkkkk guuud
Automotive,KIT Auto Glass Cleaner Pump 500mL - Pembersih Kaca Mobil,1,Negative,Sadness,"Td nya sy request utk cancel mo ganti p�byran nya pake gopay dr ovo td nya krn ada cash back, tp nggak dicancel sm toko tetap diproses aja. Sgt m�ngecewakan."
Household,Lemari Plastik Pakaian DIY / Wardrobe / Rak Baju Animal Character - 8 Cube + 4 Rak,3,Negative,Fear,"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim"
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,1,Negative,Sadness,Retak... padahal sudah pakai asuransi... sangat kecewaaa
Sport,"Paket Komplit Sepatu Futsal Anak Lengkap Dengan Tas Dekker Kaoskaki - SEPATU SAJA, 35",1,Negative,Anger,Bahan sepatu jelek. Bahan kalep. Cpt rusak
Household,Handuk Merah Putih 50x100 cm / Handuk Mandi / High Quality Towel,5,Positive,Happy,"Sudah sampai ya handuknya.Pengiriman cepat,Harga bersaing,Kualitas bagus,cocok buat Traveling atau buat ganti2.Warnanya sesuai yg diminta,cerah warnanya.proses cepat.Pengiriman pake antar aja bagus,ramah kurirnya.Terimakasih Seller,Toped dan Kurirnya ya...Salam Sehat dan Sukses yaa"
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,1,Negative,Anger,"produk yang dikirim,tombol putih buat setting besar kecil nya semprotan tidak berfungsi,. bagaimana?katanya garansi 30hari"
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,4,Positive,Happy,"bgs, cepat respon dan pengirimanny"
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,4,Positive,Happy,"Barang bagus, pengiriman juga cepat. Cuma minus di packaging nya kurang rapi (cuma pakai plastik. Tapi rekomen sih buat harga segini."
Household,TDS Meter 3 Alat Ukur Hidroponik Air Aquarium ppm nutrisi Kolam TDS-3 - TDS 3 Meter,1,Negative,Fear,"jangan tergoda harga murah, ternyata tidak sesuai antara barang dengan deskripsi. deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada, seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan. menyesal beli disini..."
Other Products,Kantong plastik HD tanpa plong 30x40 Isi 100 lembar/plastik packing - Merah,1,Negative,Anger,"Penjual gak sopan santun , diblngin malah ngengasss , ANEH!!"
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,1,Negative,Sadness,barang dikirim tidak sesuai jumlah pesanan
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,1,Negative,Fear,"Bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman."
Sport,BASIC HEADBAND BLACK / BANDO HITAM PRIA WANITA / AKSESORIS OLAHRAGA,5,Positive,Love,"terima kasih, barangnya sudah sampai dgn selamat, produknya oke banget! packagingnya juga aman, recommended banget"
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",1,Negative,Sadness,bahan tipis .gak sesuai motif garis spt foto.minta pink dikirim warna merah.cape deh.mending fotonya diganti .jgn pajang foto yg gak sesuai brg ready. saya pesen 2polos.1 strip. 2 yg 14rb 1 yg 19rb. cb dicek dulu.dan minta warna pink
Phones and Tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,3,Negative,Fear,barangnya rusak kak harus diservis dulu...
Kitchen,KAZU K100 Spon Nano Magic Pembersih Penghilang Kerak Noda Panci,2,Negative,Sadness,"Sudah dicoba dan tidak efek sama sekali, untuk proses pengiriman dari penjual cepat. Terima kasih"
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A4,1,Negative,Fear,"barang pecah, dikotak tidak diberi himbauan barang mudah pecah"
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,1,Negative,Sadness,di keterangannya kuat 8 jam....eh baru aja 1 jam juga belum udah redup para
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,1,Negative,Fear,ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",5,Positive,Happy,rasa mantap dan dibiarka diluar 1 hari pas asemnya
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,5,Positive,Happy,"Paket sudah sampai dengan selamat, pertahankan kualitas pelayanan dan harganya.. thanks seller dan tokped .."
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,2,Negative,Sadness,"wangi tidak begitu enak,tidak ada isi ulang nya"
Toys and Hobbies,The Werewolf Game / Mafia Game (TWG) - White Edition,5,Positive,Love,"Barang mantap anak saya suka,dah gitu pengiriman cepat banget hari ini pesan besok dah sampe"
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,1,Negative,Fear,aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang SAMA
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,4,Positive,Love,"bagus kuteknya dan pengiriman ,respon penjual okey ,nyesel pesan 1 next time order lagi thx"
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus,1,Negative,Anger,Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,5,Positive,Happy,"packing rapi dan aman, pengiriman cepat, produk sesuai pesanan. makasih buat bonusnya"
Food and Drink,Silverqueen Cashew 62g,1,Negative,Anger,"COKLATNYA LEMBEK, BENYEK !!"
Books,I Want To Die But I Want To Eat Tteokpokki,2,Negative,Sadness,"Pengirimannya gimana ya ini? Sayang bgt bukunya jadi cacat gitu, jadi keliatan bekas :( padahal buat kado"
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,5,Positive,Happy,sesuai pesanan mantap
Camera,COSTA CM-D1 Microphone Clip On 3.5mm Lavalier Mic Smartphone Camera PC,3,Negative,Sadness,"Barang sampai dengan selamat, mic berfungsi tapi emang kualitasnya tidak sampai bisa meredam suara di sekitar"
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,2,Negative,Fear,"Kabel nya kurang bagus , buat ngecas Nymbung masuk keluar lagi ,,"
Health,Masker Evo PlusMed 4d Medis - Putih,2,Negative,Anger,Msker TIPIS & biasa aja. Krg berasa aman tuk saat pndemi. Mlh lbh ccok yg biasa sy bli + pkai. MHALLL hrganya tuk produk lokal & kualitas biasa.
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,1,Negative,Anger,TOKO PENIPU...TIPU HARGA.. TIPU MERK.... SEMOGA DAPAT KARMANYA.. AMIN
Gaming,Stick stik Ps 2 PS2 tw ELITE - Hitam,5,Positive,Happy,"puas, pengiriman cepat, barang datang tanpa cacat, pengemasan bagus trmksh"
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,2,Negative,Fear,"baru dua kali di pake udah mulai rusak kainnya, gak rekomendasi banget barangnya mudah rusak"
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,1,Negative,Anger,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya ANEH BGT!!!!!!"
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,5,Positive,Happy,"Pengiriman cepat, packing aman ,suka sm produknya,trimakasih"
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus,1,Negative,Anger,ini kok belum di ulas sih kan saya mintanya tumbuk halus bener2 parah...... !!
Muslim Fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,4,Positive,Happy,"respon cepat, barang bagus"
Mother and Baby,Minyak Telon My baby 150 150ml,5,Positive,Happy,mantulllll....??????Tidak memicu alergi. Menggunakan bahan alami. Aman untuk bayi ??. Tanpa bahan pengawet.
Precious Metal,RM New 2 g,5,Positive,Happy,udah repeat order 3x disini. so far puas ??
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,2,Negative,Anger,"Gan ini gimana ya gorrilapod nya ga cocok sm kamera saya bahkan untuk bawaannya aja ga bisa masuk ga sesuai yang di gorillapod terlalu besar, padahal saya sudah diskusi tanya apakah bisa untuk Fuji XA-3 dan agan jawab bisa. Ini kebesaran ga muat di lubangnya, di lubang untuk jd tongsis hp pun ga bisa dipasang :( barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya :(((("
Carpentry,Mata Bor Set + Fisher - Mata Bor Besi Kayu Beton - Mata Bor JLD Tool,2,Negative,Fear,"Setelah kemasan dibuka, tercium aroma kecoa yg sgt menyengat. Entah apakah mata bor disimpan di tempat yg bersih atau tidak."
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,5,Positive,Happy,"pengiriman cepat, packaging hanya satu lapisan, warna tidak sesuai pesanan tapi no problem"
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,1,Negative,Sadness,"maaf kualitas buruk,, bahan tipis, lingkar kepala gak bisa disetel kecil,,"
Body Care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,5,Positive,Happy,"Respon pengiriman cepat, produk ori dan expired masih lama. Semoga berhasil mengatasi rambut rontok dan tipis. Awet juga untuk pemakaiannya"
Movies and Music,pad drum 10 inchi murah,2,Negative,Sadness,"barangnya bgus cman saya kurang puas dgn pakingya, gak rapi sama sekali,. sticknyapun cpot, . . tolong perbaiki lagi byar tokonya laris, ."
Electronics,PIEZO BUZZER INDUSTRIAL ALARM 3v-24v 95db CONTINUOUS - HITAM,5,Positive,Love,produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended
Men's Fashion,"Celana Pendek Santai Boxer Shorts Katun HOLTBY HOLT-3 HAWAII -Satuan - Biru, S",3,Negative,Sadness,"Bahannya tipis dan ukuran XL nya kekecilan, terlalu sempit utk dipakai"
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,5,Positive,Happy,barang sesuai dan datang dengan selamat
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,2,Negative,Anger,"Tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya udah sobek sendiri.."
Phones and Tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,5,Positive,Happy,"pengiriman cepat, power banknya berfungsi baik, mudah 2 awet. mantap"
Books,1985 by George Orwell,4,Positive,Happy,Service pengiriman cepat
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 7,5,Positive,Happy,Produk Sesuai.
Sport,"SARUNG TINJU VENUM MUAYTHAI / MMA / BOXING GLOVE / VENUM - Hitam, 8",5,Positive,Happy,"Barang sesuai gambar, pengiriman juga cepat."
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 11,3,Positive,Happy,"bahan adem tapi tipis sekali, terawang klo dipakai. sesuai dg harga lah... Bahannya adem."
Automotive,3M Smart Sponge (Spon Cuci Mobil 3M) size: 10 cm X 15 cm,1,Negative,Sadness,"Pembelian kedua tapi baru buka langsung sobek bagian atas, :("
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,5,Positive,Love,Cantik Banget
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,1,Negative,Anger,ga amanah !!
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,5,Positive,Happy,"Barang Original, sudah di cek keasliannya. Sudah di coba dan berfungsi dengan baik. Pengiriman menggunakan Pos Indonesia. Gilaaaa cepet nya ampun dah, gak ada obat. Beli Sabtu sampe Purwokerto hari Minggu. Gilaaaaa... 1 hari cooooy... wow diluar ekspetasi. Semua fitur berfungsi baik. Produk sesuai deskripsi. suaranya bagus dan jernih."
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,1,Negative,Fear,"barang ada yg gk sampe , ud complain juga , tetep aja , rugi belanja disini"
Automotive,spidol ban original toyo paint marker murah - Hijau,1,Negative,Anger,butut konyol minta kuning di kasih ijo stabilo barang jelek
Office & Stationery,Label Barcode MURAH 100 x 150 A6 kertas stiker thermal 500 pcs,5,Positive,Love,Bagus barangnya udah berkali kali beli di sini
Books,Midnight Library /UK,4,Positive,Happy,"pesanan aman dan pengirimannya cepet. seller juga responsif. bukunya ternyata gak tebel. thanks seller, bukunya sampe dalam keadaan aman. sayang aja gak kebagian bookmarks nya Periplus pdhl belanja banyak."
Household,COPPER Tas Gadget Powerbank Waterproof / Travel Organizer Large - Hitam,5,Positive,Happy,"Pengiriman sesuai estimasi. Kemasan paket bagus n rapi. Tas gadget ditrima dlm kondisi baik, tidak ada yg rusak. Kualitas produk bagus. Bentuk, warna n ukuran sesuai deskripsi."
Precious Metal,RM 5 gram 2022,5,Positive,Happy,bintang yang berbicara
Mother and Baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,4,Positive,Happy,"Seller responsif, barang cukup baik dan sesuai harga. Bisa dilihat antar sambungannya kurang pas, saran saya beli warna gelap agar sela2 sambungan matras tidak tampak. overall saya cukup puas kok. thx seller ??"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,1,Negative,Fear,"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada...uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah...pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya..."
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,5,Positive,Happy,Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,4,Positive,Happy,Sangat mudah pemasangannya
Sport,Extreme Fishing Pen Pancingan Pena Mini Saku Portable,5,Positive,Love,puas banget...rekomendid banget blnja d sini
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,1,Negative,Fear,baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini
Phones and Tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,2,Negative,Fear,"yg sebelah cuma hidup sebentar, trs mati. dan terasa panas kaya ada yg konslet"
Phones and Tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,4,Positive,Happy,"pencongkel nya ringkih sekali pakai patah, overall sesuai harga"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,5,Positive,Happy,mantul gan u kembang api roman 8shot nya ssuai diskripsi nya.. pengiriman nya juga cpt..maaf telat ulas nya ya gan barng uda di coba mantap..tks ya gan sukses selalu
Other Products,Liquid A La Carte Cream Custard 3Mg6Mg 100ML Liquid Ala Carte Alacarte - 3MG,1,Negative,Fear,"Tolong d perhatikan sblum d kirim pak, order cream custard, yg datang cream poundcake."
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",1,Negative,Sadness,"pihak toko lama dalam mengirim barang,warna barang tidak sesuai"
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,3,Negative,Sadness,"Kurang suka wangi lemon grass, terasa panas saat terhirup"
Automotive,SEPASANG Lampu Tembak Sorot 6 Mata LED Spion Motor 6 Watt 12Volt,1,Negative,Fear,"lampu nya mengecewakan, tdak nyala semua"
Party Supplies and Craft,"168 pcs - pensil warna, alat tulis set crayon, coloring set, colouring - Biru",1,Negative,Sadness,Barang yg saya terima rusak...pecah tempat krayonnya...saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya... kecewa..
Household,MIISOO Kotak Masker/Tempat Masker Plastik/Kotak Masker Karakter - KOTAK POLOS,5,Positive,Happy,Barang sesuai dengan pesanan. Kotak maskernya lucu. Terima kasih
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,5,Positive,Happy,produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin
Body Care,dr soap Hand Antiseptic Spray 60ml (Urban Shee),5,Positive,Love,"Mantap, kalau di cium aromanya sedikit ada perubahan dari yang sebelumnya."
Automotive,Masker Sport SHERLOCK Olahraga Sepeda Dual Valve Filter Carbon N95,1,Negative,Sadness,maaf barangnya kurang bagus filternya di pakai 1x udh lepas...kecewa
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,5,Positive,Happy,Kencang dan nyaman. Aman untuk aktivitas. Dijamin Termurah.
Automotive,AntiFog Embun Besar Kaca Spion & Jendela Mobil Sticker Anti Fog Hujan - Spion 9.5x13.5,2,Negative,Fear,1 hari masih bagus hasilnya..3 hari kedepan udah gak bagus lagi..berembun lagi...gak recomended banget
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,5,Positive,Happy,barang sudah diterima dan berfungsi dengan baik. terima kasih
Movies and Music,pad drum 10 inchi murah,4,Positive,Happy,"barang sesuai, thank you"
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,1,Negative,Fear,jelek sekali packingnya...hand body saya pada tumpah...
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,1,Negative,Anger,"pengemasan lambat banget, pengiriman lamaaaaaa!!!"
Muslim Fashion,HIJAB SEGI EMPAT AUTHENTISM BASIC RACHITA VOAL/LAMINA VOAL / ULTRAFINE - TALYA,3,Negative,Fear,deskripsi warna kurang sesuai
Mother and Baby,Transpulmin Baby Balsam - 20gr,2,Negative,Sadness,"pengiriman lama, kemasan penyok parah"
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,5,Positive,Love,sangat istimewa sekali..
Automotive,Hayaidesu Keychain Gantungan Kunci Aksesoris Variasi Motor Mobil - Hitam,1,Negative,Fear,warna ga sesuai.
Muslim Fashion,Nabnib - STRIPY Ciput Rajut Premium - Taupe,4,Positive,Happy,"Terima kasih, pesanan sesuai dan bagus.. Maaf inner nya sdh di pake si kakak.."
Property,BELI 3 POHON BONUS 2 POHON platycerium ridleyi,5,Positive,Love,"pohonnya masih segar, bonusnya juga banyak. makasih ya. udah 2x beli di sini."
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,3,Negative,Fear,"Mentang2 beli 1 buat ngepasin uang kenapa dikasih nya dlm kondisi bekas ya? Ga ada perekat sama sekali dan ada bekas lekukan juga. Iya murah, cuman harus profesional dong jualannya.."
Office & Stationery,( ISI 30 Roll) Kertas Print Kasir thermal paper Roll 57 x 30 / 57x30,5,Positive,Love,belanja disini mantap pengiriman cepat dan barangnya rekomended dan packing aman dan rapi bakal belanja lagi disini insyaallah
Precious Metal,5 gr RM 2021,5,Positive,Love,Alhamdulillah paket sudah saya terima dengan baik saya sangat suka terimakasih banyak
Muslim Fashion,elzatta Obelia Samida - 309,2,Negative,Sadness,"padahal udah berekspektasi tinggi beli di sini karena official store nya, eh tapi ternyata yg dikirim ga sesuai sama warna nya beli nya warna cream yg di kirim warna apaan.. kecewa bgt sih jujur karena ga konfirmasi dulu ke saya kalo mau di ganti warna nya lain kali lebih amanah ya kak, jangan kirim barang yg ga sesuai warna, kalo emang stock nya habis konfirmasi dulu hehehe makasih"
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,5,Positive,Happy,Kirim Cepat Barang Ori Paking Rapi
Beauty,Garnier Men Complete Package Mask Pack of 10,3,Negative,Sadness,"awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek"
Food and Drink,The OG - 10 pcs,5,Positive,Happy,"Salah satu yang terbaik, packing rapih dan kualitas makanan sangat bagus"
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,5,Positive,Happy,sangat amazing cool A F barang cepat sampee luar biasa
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,1,Negative,Sadness,Matras nya ada sobek
Office & Stationery,Joyko Permanent Marker Spidol Permanen Dual Tip - Black,1,Negative,Sadness,"Tutup retak sehingga saat diterima, sudah lepas dari markernya. Marker jadi kering. Kecewa banget."
Precious Metal,UBS Logam Mulia BT21 Tiger 0.25 Gr,5,Positive,Love,uucchh gemezzz syukaaa
Kitchen,Pelindung Wastafel Cipratan Air Papan Penahan Kompor Anti Minyak,5,Positive,Happy,"pengiriman cepat, kualitas barang baik."
Body Care,HMNS Perfume - Farhampton 100ml,1,Negative,Sadness,"Kecewa sekali dengan kualitas botolnya, baru 2x semprot langsung copot seperti itu. Terpaksa saya pindahkan isinya ke botol eceran. Sayang sekali padahal wanginya enak."
Party Supplies and Craft,Balon Latex / Balon Metalik / Metalic Balloon Chrome 12inch - Lylac,1,Negative,Sadness,Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,1,Negative,Anger,"yg di pesan warna ngga sesuai klu memang ngga ada bilang aja ngga ada jgn bilang ada, saya ini beli bukan minta."
Movies and Music,pad drum 10 inchi murah,1,Negative,Fear,Barang tidak sesuai dengan yg di iklankan seperti nya bekas
